시설명,소재지도로명주소,소재지지번주소,운영기관명,전화번호,급식장소,급식대상,급식시간,급식요일,운영시작일자,운영종료일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
동대문노인종합복지관,서울특별시 동대문구 제기로33길25(청량리동),서울특별시 동대문구 청량리동 11-1,동대문노인종합복지관,02-963-0565,동대문노인종합복지관,저소득 어르신 급식지원사업 선정 대상자,11:30~13:00,월-토요일,,,37.5872482816,127.0500257811,2020-07-01,3050000,서울특별시 동대문구
장안종합사회복지관,서울특별시 동대문구 한천로18길48(장안동),서울특별시 동대문구 장안동 395-2,장안종합사회복지관,02-2242-7564,장안종합사회복지관,저소득 어르신 급식지원사업 선정 대상자,11:30~12:30,월-금요일,,,37.5679518526,127.0661722003,2020-07-01,3050000,서울특별시 동대문구
다일복지재단,서울특별시 동대문구 황물로 8(답십리동),서울특별시 동대문구 답십리동 553,다일복지재단,02-2214-0365,다일복지재단,저소득 어르신 급식지원사업 선정 대상자,11:00~12:30,월-토요일,,,37.5763373977,127.0451914217,2020-07-01,3050000,서울특별시 동대문구
영천시종합사회복지관 경로식당,경상북도 영천시 충효로 147,경상북도 영천시 야사동 120,영천종합사회복지관,054-332-8418,영천종합사회복지관,결식노인,중식(11:30~12:30),"월,화,수,목,금",,,35.9768245,128.9441375,2020-06-26,5100000,경상북도 영천시
노인무료경로식당,충청남도 태안군 태안읍 경이정1길 34,,태안군여성자원봉사자회,,실내,독거노인,중식(12:00~13:00),화요일~금요일,2020-01-01,2020-12-31,36.7557751412,126.2965074883,2020-06-23,4620000,충청남도 태안군
경주시종합사회복지관,경상북도 경주시 승삼1길 32,경상북도 경주시 용강동 1283,경주시종합사회복지관,054-771-8107,경주시종합사회복지관,만60세 이상 기초생활보장수급자 및 차상위계층,중식(11:30-12:30),월+화+수+목+금+토,1994-01-27,,35.87888937,129.2309559,2020-06-23,5050000,경상북도 경주시
불국사성림무료급식소,경상북도 경주시 양정로 144-21,경상북도 경주시 성동동 420-149,불국사,054-742-9937,불국사성림무료급식소,만60세 이상 기초생활보장수급자 및 차상위계층,중식(11:30-12:30),화+수+목+금,1994-12-05,,35.8470706,129.2220825,2020-06-23,5050000,경상북도 경주시
경주노인무료급식소,경상북도 경주시 원화로341번길 5,경상북도 경주시 성동동 182-19,경주노인무료급식소,054-746-1414,경주노인무료급식소,만60세 이상 기초생활보장수급자 및 차상위계층,중식(11:30-12:30),월+수+금,2001-09-03,,35.85143181,129.2168077,2020-06-23,5050000,경상북도 경주시
무료급식마당 이웃집,경상북도 경주시 양정로251번길 19,경상북도 경주시 동천동 795-1,무료급식마당 이웃집,054-771-5031,무료급식마당 이웃집,만60세 이상 기초생활보장수급자 및 차상위계층,중식(11:30-12:30),월+화+수+목+금+토,1993-04-19,,35.85501696,129.2219324,2020-06-23,5050000,경상북도 경주시
괴산군노인복지관,충청북도 괴산군 괴산읍 동진천길 51,,괴산군노인복지관,043-834-3411,괴산군노인복지관,취약계층 노인,중식(12:00~13:00),월~금,2019-01-01,2019-12-31,36.8079474,127.7973005,2020-04-30,4460000,충청북도 괴산군
도남사회복지관,경상남도 통영시 발개로 153 (도남동),경상남도 통영시 도남동 483-2,도남사회복지관,055-645-0645,도남사회복지관 1층 경로식당,"60세 이상 기초생활수급자, 결식우려대상자",11:30-12:30,월+화+수+목+금,2017-01-01,2099-12-31,34.82684284,128.4210592,2020-06-18,5330000,경상남도 통영시
통영시종합사회복지관,경상남도 통영시 안개4길 94 (무전동),경상남도 통영시 무전동 464-1,통영시종합사회복지관,055-640-7700,통영시종합사회복지관 2층 경로식당,"60세 이상 기초생활수급자, 결식우려대상자",11:40-12:30,월+화+수+목+금,2017-01-01,2099-12-31,34.85923133,128.4323969,2020-06-18,5330000,경상남도 통영시
동백경로당,"경상남도 통영시 여황로 165-14 (도천동, 도천아파트)",경상남도 통영시 도천동 322,동백경로당,055-641-8320,동백경로당,"60세 이상 기초생활수급자, 결식우려대상자",11:00-13:00,월+화+수+목+금,2017-01-01,2099-12-31,34.84033422,128.4131002,2020-06-18,5330000,경상남도 통영시
욕지경로당,경상남도 통영시 욕지면 중촌길 181-1,경상남도 통영시 욕지면 동항리 794-4,욕지경로당,055-641-8690,욕지경로당,"60세 이상 기초생활수급자, 결식우려대상자",11:00-13:00,월+화+수+목+금,2017-01-01,2099-12-31,34.63666831,128.2627431,2020-06-18,5330000,경상남도 통영시
논산시종합사회복지관,충청남도 논산시 논산대로 412,충청남도 논산시 지산동 459,공공시설사업소,041-746-8423,논산시종합사회복지관,"국가유공자, 국민기초생활수급자, 장애인 등",중식(11:30-12:20),월+화+수+목+금,,,36.19719203,127.1054896,2020-04-24,4540000,충청남도 논산시
자양종합사회복지관,서울특별시 광진구 자양번영로 35(자양동),서울특별시 광진구 자양동 581-2,자양종합사회복지관,02-458-1664,자양종합사회복지관 식당,국민기초생활수급자,중식(11:30~13:00),월+화+수+목+금+토,2010-01-01,,37.532877,127.0752330874,2020-07-07,3040000,서울특별시 광진구
광진노인종합복지관,서울특별시 광진구 군자로 88(군자동),서울특별시 광진구 군자동 364-15,광진노인종합복지관,02-466-6242,광진노인종합복지관 식당,국민기초생활수급자,중식(11:30~13:00),월+화+수+목+금,2010-01-01,,37.551093,127.0715983534,2020-07-07,3040000,서울특별시 광진구
청미노인복지관,경기도 이천시 장호원읍 서동대로8965번길 57,경기도 이천시 장호원읍 오남리 14-1,청미노인복지관,070-4677-5677,청미노인복지관 경로식당,"부득이하게 식사를 거르는 60세이상 저소득(기초수급자,차상위)노인 원칙",중식(11:30~12:30),월+화+수+목+금,2014-10-22,,37.1156648002,127.6295069,2020-07-09,4070000,경기도 이천시
이천선린교회,경기도 이천시 경충대로2652번길 1,,이천선린교회,031-636-0480,이천선린교회 좋은이웃 복지센터 경로식당,"부득이하게 식사를 거르는 60세이상 저소득(기초수급자,차상위)노인 원칙",중식(12:00~13:00),월+화+수+목+금,2007-03-20,,37.2762536,127.4380392330,2020-07-09,4070000,경기도 이천시
㈜에이스 침대,경기도 이천시 영창로 293,,㈜에이스 침대,031-634-2850,에이스 경로당,"부득이하게 식사를 거르는 60세이상 저소득(기초수급자,차상위)노인 원칙",중식(11:40~13:00),월+화+수+목+금+토,2003-10-02,,37.2811992868,127.4550451774,2020-07-09,4070000,경기도 이천시
이천신하교회 경로식당,경기도 이천시 부발읍 경충대로 2264,,이천신하교회,031-637-2091,신하교회,"부득이하게 식사를 거르는 60세이상 저소득(기초수급자,차상위)노인 원칙",중식(12:00~13:00),월+화+수+목+금,2012-07-04,,37.2613156501,127.4760332356,2020-07-09,4070000,경기도 이천시
이천시노인종합복지회관,경기도 이천시 남천로 31,,이천시노인종합복지회관,031-636-0190,이천시노인종합복지회관,"부득이하게 식사를 거르는 60세이상 저소득(기초수급자,차상위)노인 원칙",중식(11:20~12:20),월+화+수+목+금,2014-10-22,,37.2782608,127.4410593,2020-07-09,4070000,경기도 이천시
진천군 노인복지관 집단급식소,충청북도 진천군 진천읍 중앙북1길 11-10,충청북도 진천군 진천읍 벽암리 570-1,진천군 노인복지관,043-533-2716,급식소 내,65세 이상 노인 및 진천군 노인복지관 이용 노인,11:10 ~ 12:10,월~금,2000-01-01,2020-07-09,36.8610703850,127.4394349761,2020-07-09,4450000,충청북도 진천군
화성시나래울종합사회복지관,경기도 화성시 여울로2길 33,경기도 화성시 능동 1130번지,나래울종합사회복지관,031-8015-7411,나래울종합사회복지관,60세 이상 노인,중식(11:30~12:30),주5회(월~금),2015-07-03,,37.2052035784,127.051495,2020-05-20,5530000,경기도 화성시
화성시동탄치동천종합사회복지관,경기도 화성시 동탄순환대로24길 101,경기도 화성시 영천동 722번지 동탄2LH4단지,동탄4단지종합사회복지관,031-378-8111,동탄4단지종합사회복지관,60세 이상 노인,중식(11:30~12:30),주5회(월~금),2016-07-14,,37.2050644404,127.1194339478,2020-05-20,5530000,경기도 화성시
화성시동탄노인복지관,경기도 화성시 동탄대로8길 36,경기도 화성시 산척동 726번지,화성시동탄노인복지관,031-8077-1800,지하 1층,60세 이상 노인,중식(11:30~13:00),주5회(월~금),2019-10-01,,37.170597,127.1104574389,2020-05-20,5530000,경기도 화성시
동탄나라사랑나눔재단 병점무료급식소,경기도 화성시 병점중앙로10번길 10,경기도 화성시 능동 677-1번지,동탄나라사랑나눔재단 병점무료급식소,031-225-2232,동탄나라사랑나눔재단 병점무료급식소,60세 이상 노인,중식(11:40~13:00),주1회(화),2017-02-20,,37.2001094857,127.045919,2020-05-20,5530000,경기도 화성시
여울림종합사회복지관,경기도 화성시 송산면 사강로 145,경기도 화성시 송산면 사강리 711-2번지,여울림종합사회복지관,031-366-7390,여울림종합사회복지관,60세 이상 노인,중식(11:30~12:30),주5회(월~금),2014-10-01,,37.213075,126.7320229412,2020-05-20,5530000,경기도 화성시
화성시남부노인복지관,경기도 화성시 향남읍 토성로 37-22,경기도 화성시 향남읍 행정리 29-2번지,화성시남부노인복지관,031-366-5678,화성시남부노인복지관,60세 이상 노인,중식(11:40~13:30),주5회(월~금),2014-04-16,,37.1287337387,126.9359181757,2020-05-20,5530000,경기도 화성시
기쁨두배복지센터,경기도 화성시 향남읍 행정서로1길 9-10,경기도 화성시 향남읍 행정리 457-11번지,기쁨두배복지센터,031-354-9991,기쁨두배복지센터,60세 이상 노인,중식(12:00~13:00),"주2회(월, 수)",2008-10-24,,37.1256560746,126.9137568150,2020-05-20,5530000,경기도 화성시
더불어사는우리,경기도 화성시 남양읍 남양성지로 163,경기도 화성시 남양읍 남양리 1270-6번지,더불어사는우리,031-355-2580,더불어사는우리,60세 이상 노인,중식(11:00~12:30),주5회(월~금),2018-02-01,,37.2106074790,126.8204214439,2020-05-20,5530000,경기도 화성시
충주종합사회복지관,충청북도 충주시 예성로 360(연수동),충청북도 충주시 연수동 1228,충주종합사회복지관,043-855-3000,충주종합사회복지관 식당,"60세 이상 결식우려자(기초수급자,차상위계층)",중식(12:00-13:00),월+화+수+목+금,2019-01-01,2019-12-31,36.9892183178,127.9364973763,2020-06-30,4390000,충청북도 충주시
충주종합사회복지관 분관,"충청북도 충주시 사직산21길 34(문화동, 충주시 건강복지타운)",충청북도 충주시 문화동 1655,충주종합사회복지관 분관,043-855-3011,충주종합사회복지관 분관 경로식당,"60세 이상 결식우려자(기초수급자,차상위계층)",중식(12:00-13:01),월+화+수+목+금,2020-01-01,2020-12-31,36.9711203040,127.9284012370,2020-06-30,4390000,충청북도 충주시
부평구노인복지관,인천광역시 부평구 굴포로 114,인천광역시 부평구 삼산동 441-2,부평구노인복지관,032-526-4447,부평구노인복지관,"저소득층, 결식노인",중식(11:40~12:40),월+화+수+목+금,1997-02-25,,37.51115251,126.733802,2020-01-01,3540000,인천광역시 부평구
갈산종합사회복지관,인천광역시 부평구 주부토로 206,인천광역시 부평구 갈산동 360,갈산종합사회복지관,032-515-8187,갈산종합사회복지관,"저소득층, 결식노인",중식(10:40~11:30),월+화+수+목+금,2004-07-01,,37.51297827,126.728407,2020-01-01,3540000,인천광역시 부평구
YWCA삼산종합사회복지관,인천광역시 부평구 평천로 447,인천광역시 부평구 삼산동 157,YWCA삼산종합사회복지관,032-529-8607,삼산종합사회복지관 무료급식소,"저소득층, 결식노인",중식(12:00~13:00),월+화+수+목+금,2004-01-02,,37.51742234,126.7397567,2020-01-01,3540000,인천광역시 부평구
사회복지법인네트워크,인천광역시 부평구 경인로 963-1,인천광역시 부평구 부평동 606-16,사회복지법인네트워크,032-502-7600,사회복지법인네트워크,"저소득층, 결식노인",중식(12:00~13:00),월+화+수+목+금+토,1999-08-01,,37.48772872,126.7269154,2020-01-01,3540000,인천광역시 부평구
자비의집,대구광역시 중구 태평로210 (성내1동),대구광역시 중구 교동 26-7,동화사,053-253-1082,대구광역시 중구 태평로210 (성내1동),노인 등,11:30~12:30,월+화+수+목+금,,,35.8736113,128.6005048,2020-07-06,6270000,대구광역시
요셉의집,대구광역시 중구 문우관길 73 (남산2동),대구광역시 중구 남산동 932-33,성모자애원,053-426-8737,대구광역시 중구 문우관길 73 (남산2동),노숙인 등,11:30~12:30,월+화+수+목+토,,,35.8640392,128.5928558,2020-07-06,6270000,대구광역시
불자의집,대구광역시 중구 공평로8길 15(삼덕동2가),대구광역시 중구 삼덕동2가 26,관음사,053-421-3700,대구광역시 중구 공평로8길 15(삼덕동2가),취약계층,11:30~12:30,목+금+토,,,35.8669683,128.6010507,2020-07-06,6270000,대구광역시
대구제일교회,대구광역시 중구 국채보상로102길 50,대구광역시 중구 동산동 234,대구제일교회,053-253-2615,대구광역시 중구 국채보상로102길 50,취약계층,18:30~19:30,토,,,35.86766675,128.5855669,2020-07-06,6270000,대구광역시
희망의집,대구광역시 남구 이천로28길 8-52(이천동),대구광역시 남구 이천동 381-9,함께하는마음재단,053-476-6635,대구광역시 중구 달성공원로 35 달성공원,취약계층,11:30~12:30,토,,,35.8526595,128.5992856,2020-07-06,6270000,대구광역시
